latitude,longitude,objectid,id_grade,id_20km_rcp4,ano,periodo,mntp,mxtp,ocis,prec,ur2m,u10m,v10m,u100,v100,tp2m,
null,null,2007066,13016,486,2007,1167609600000,19.6316,31.4527,302,872,41.5949,-1.69723,-0.147374,-2.57104,-0.32865,25.6246,
null,null,2007067,13017,487,2007,1167609600000,20.9,33.4297,301,813,39.1315,-1.64277,-0.383813,-2.08926,-0.35707,27.2784,
null,null,2007068,13018,488,2007,1167609600000,21.1927,34.6337,300,654,38.1898,-1.3928,-0.520302,-1.90399,-0.621077,28.0577,
null,null,2007069,13019,489,2007,1167609600000,21.1009,34.8076,299,610,38.0571,-1.57706,-0.673475,-2.54385,-1.06098,28.094,
null,null,2007070,13020,490,2007,1167609600000,20.1301,33.4572,302,572,39.1264,-1.79762,-0.727226,-3.86437,-1.32543,26.902,
null,null,2007071,13021,491,2007,1167609600000,18.7906,31.8837,305,532,40.98,-2.7055,-0.946116,-4.32213,-1.19861,25.4222,
null,null,2007072,13022,492,2007,1167609600000,18.3239,31.9348,305,510,41.2861,-2.98259,-0.842533,-4.41177,-1.0646,25.2558,
null,null,2007073,13023,493,2007,1167609600000,18.0778,31.9063,306,499,41.4971,-3.07208,-0.774984,-4.48047,-0.949372,25.1034,
null,null,2007074,13024,494,2007,1167609600000,17.9565,31.8362,307,484,41.5548,-3.21111,-0.68977,-4.66834,-0.875793,24.9951,
null,null,2007075,14006,495,2007,1167609600000,21.0174,31.4823,292,955,43.8007,-1.34998,-1.05823,-1.94467,-1.35228,26.1143,
null,null,2007076,14007,496,2007,1167609600000,21.2112,32.5119,291,1001,42.8928,-1.31474,-1.01339,-1.59571,-1.20273,26.858,
null,null,2007077,14008,497,2007,1167609600000,21.5461,33.7267,291,977,41.7186,-1.12815,-0.874229,-1.2571,-1.13636,27.7451,
null,null,2007078,14009,498,2007,1167609600000,21.6763,34.3069,291,933,41.042,-1.17626,-0.875023,-1.46158,-1.14661,28.1522,
null,null,2007079,14010,499,2007,1167609600000,21.7462,34.3531,293,887,40.6495,-1.11763,-0.846516,-1.52859,-0.996717,28.2109,
null,null,2007080,14011,500,2007,1167609600000,21.9744,34.379,293,896,40.1885,-1.01381,-0.762039,-1.41712,-0.924397,28.3277,
null,null,2007081,14012,501,2007,1167609600000,22.2583,34.2546,293,963,39.841,-0.77776,-0.595382,-1.36513,-0.873778,28.3793,
null,null,2007082,14013,502,2007,1167609600000,21.6173,33.2998,295,897,40.3305,-2.02278,-0.894619,-2.79989,-1.14861,27.5217,
null,null,2007083,14014,503,2007,1167609600000,17.9305,28.7614,306,651,44.8003,-1.44795,-0.565671,-3.4657,-1.17281,23.1873,
null,null,2007084,14015,504,2007,1167609600000,18.3578,29.6482,303,827,43.8331,-1.85874,-0.514866,-2.93041,-0.848441,23.9948,
null,null,2007085,14016,505,2007,1167609600000,19.8459,31.8385,300,846,40.9894,-1.35676,-0.35906,-2.36911,-0.707491,25.9454,
null,null,2007086,14017,506,2007,1167609600000,21.6043,34.5537,298,758,37.8955,-1.38763,-0.381104,-1.87283,-0.510879,28.2479,
null,null,2007087,14018,507,2007,1167609600000,21.4278,34.6781,299,658,37.8402,-1.45365,-0.553928,-1.86162,-0.687266,28.1764,
null,null,2007088,14019,508,2007,1167609600000,21.122,34.587,300,629,37.924,-1.89187,-0.767502,-2.63434,-1.04298,27.962,
null,null,2007089,14020,509,2007,1167609600000,20.0115,33.2564,303,596,39.0303,-2.02407,-0.728706,-3.74898,-1.42879,26.7309,
null,null,2007090,14021,510,2007,1167609600000,18.8445,32.0205,305,531,40.7432,-2.82838,-0.976332,-4.31767,-1.45686,25.5317,
null,null,2007091,14022,511,2007,1167609600000,18.422,31.906,305,510,41.2276,-3.03379,-0.908042,-4.4685,-1.30557,25.2753,
null,null,2007092,14023,512,2007,1167609600000,18.1262,31.8745,306,490,41.4956,-3.1373,-0.900902,-4.55068,-1.11661,25.1164,
null,null,2007093,14024,513,2007,1167609600000,17.9861,31.7824,307,469,41.6234,-3.27857,-0.781172,-4.73289,-0.999197,24.9988,
null,null,2007094,15006,514,2007,1167609600000,21.0884,31.653,293,943,43.4307,-1.30522,-1.03901,-1.87016,-1.41854,26.2591,
null,null,2007095,15007,515,2007,1167609600000,21.622,33.1873,291,975,41.9658,-1.26926,-1.00162,-1.63224,-1.3642,27.4906,
null,null,2007096,15008,516,2007,1167609600000,21.9132,34.238,290,973,41.0519,-1.09253,-0.848398,-1.47618,-1.24297,28.2631,
null,null,2007097,15009,517,2007,1167609600000,21.8477,34.2503,292,914,40.85,-1.23461,-0.893545,-1.7673,-1.16752,28.2113,
null,null,2007098,15010,518,2007,1167609600000,21.8211,34.2321,293,926,40.6855,-1.19909,-0.777918,-1.96477,-0.888128,28.1811,
null,null,2007099,15011,519,2007,1167609600000,21.7611,33.6944,294,932,40.5701,-1.20222,-0.645089,-1.8105,-0.404528,27.8393,
null,null,2007100,15012,520,2007,1167609600000,21.6143,32.9781,296,951,40.5653,-1.20691,-0.450507,-1.74657,-0.449868,27.3518,
null,null,2007101,15013,521,2007,1167609600000,20.8864,32.1865,298,857,41.0357,-1.72972,-0.491116,-2.41734,-0.632083,26.5637,
null,null,2007102,15014,522,2007,1167609600000,19.5534,30.7085,300,801,42.4719,-1.71952,-0.340774,-3.319,-1.34746,25.1119,
null,null,2007103,15015,523,2007,1167609600000,19.0944,30.5077,301,857,42.5994,-1.96023,-0.582891,-2.77768,-1.11909,24.8595,
null,null,2007104,15016,524,2007,1167609600000,20.9292,33.1435,298,891,39.3849,-1.66534,-0.586662,-2.20539,-0.672347,27.1884,
null,null,2007105,15017,525,2007,1167609600000,21.7036,34.4975,298,747,37.8473,-1.31841,-0.349622,-1.77685,-0.412096,28.2555,
null,null,2007106,15018,526,2007,1167609600000,21.478,34.6798,299,657,37.7241,-1.57468,-0.491454,-2.12893,-0.635701,28.1954,
null,null,2007107,15019,527,2007,1167609600000,20.9429,34.4619,300,621,37.9922,-1.97214,-0.545524,-2.70045,-0.672789,27.8107,
null,null,2007108,15020,528,2007,1167609600000,19.8958,33.4567,302,586,38.9025,-2.19174,-0.653545,-3.55261,-1.16311,26.7967,
null,null,2007109,15021,529,2007,1167609600000,19.0701,32.3634,304,525,40.2001,-2.90423,-0.999033,-4.11879,-1.36898,25.8206,
null,null,2007110,15022,530,2007,1167609600000,18.5066,31.8894,305,510,41.106,-3.13118,-0.945517,-4.61913,-1.46876,25.2983,
null,null,2007111,15023,531,2007,1167609600000,18.2017,31.819,306,506,41.5503,-3.24612,-0.941803,-4.70007,-1.28525,25.1276,
null,null,2007112,15024,532,2007,1167609600000,18.0389,31.7322,307,454,41.6743,-3.36992,-0.806651,-4.78019,-1.12967,25.0073,
null,null,2007113,16006,533,2007,1167609600000,21.5848,32.6923,291,1002,42.4985,-1.03992,-0.810937,-1.68802,-1.26522,27.1511,
null,null,2007114,16007,534,2007,1167609600000,22.1733,34.1754,289,1006,41.0988,-1.11687,-0.862273,-1.47093,-1.12704,28.3725,
null,null,2007115,16008,535,2007,1167609600000,22.1269,34.1852,291,941,40.8387,-1.13166,-0.8454,-1.65249,-1.29446,28.3417,
null,null,2007116,16009,536,2007,1167609600000,21.7436,33.1901,294,957,41.349,-1.56671,-0.988429,-2.12081,-1.26324,27.5171,
null,null,2007117,16010,537,2007,1167609600000,21.2404,32.376,295,977,41.9112,-1.50828,-0.709376,-2.50709,-0.94856,26.8148,
null,null,2007118,16011,538,2007,1167609600000,21.1765,32.4985,295,977,41.6058,-1.64913,-0.562028,-2.245,-0.448409,26.8811,
null,null,2007119,16012,539,2007,1167609600000,21.3608,32.9381,295,988,41.0235,-1.51841,-0.388907,-2.11759,-0.51054,27.2145,
null,null,2007120,16013,540,2007,1167609600000,20.6673,32.1032,296,916,41.5564,-1.70246,-0.359975,-2.59957,-0.581045,26.4197,
null,null,2007121,16014,541,2007,1167609600000,19.7432,31.0433,299,838,42.3233,-1.89317,-0.429638,-3.18651,-0.84485,25.4039,
null,null,2007122,16015,542,2007,1167609600000,18.9842,30.3441,303,784,42.821,-2.03664,-0.557645,-2.99003,-0.902928,24.6897,
null,null,2007123,16016,543,2007,1167609600000,20.9861,33.2005,298,880,39.3144,-1.87304,-0.672915,-2.48129,-0.749007,27.2461,
null,null,2007124,16017,544,2007,1167609600000,21.7774,34.4751,298,777,37.7483,-1.3539,-0.656531,-1.84731,-0.716032,28.292,
null,null,2007125,16018,545,2007,1167609600000,21.3625,34.4065,300,678,37.8269,-1.67473,-0.59353,-2.49021,-0.79001,28.0163,
null,null,2007126,16019,546,2007,1167609600000,20.1687,33.5776,301,647,38.8441,-1.91449,-0.592873,-3.04837,-0.673675,27.004,
null,null,2007127,16020,547,2007,1167609600000,19.7976,33.4641,302,615,38.9705,-2.28614,-0.548099,-3.40497,-0.910141,26.7722,
null,null,2007128,16021,548,2007,1167609600000,19.6458,33.3728,302,581,38.9852,-2.52558,-0.78982,-3.89028,-1.23891,26.6575,
null,null,2007129,16022,549,2007,1167609600000,18.8545,32.4695,304,533,40.3458,-2.93651,-0.916868,-4.55483,-1.40988,25.7794,
null,null,2007130,16023,550,2007,1167609600000,18.2071,31.823,306,502,41.5271,-3.24204,-1.04273,-4.76197,-1.39685,25.1378,
null,null,2007131,16024,551,2007,1167609600000,18.0457,31.7079,307,464,41.7616,-3.43335,-0.998847,-4.81854,-1.35325,24.9987,
null,null,2007132,17006,552,2007,1167609600000,21.683,32.8864,290,1009,42.3356,-1.08193,-0.870992,-1.73394,-1.2261,27.3299,
null,null,2007133,17007,553,2007,1167609600000,22.214,34.157,290,982,41.161,-1.10112,-0.85409,-1.42173,-1.08657,28.365,
null,null,2007134,17008,554,2007,1167609600000,22.1855,34.1952,291,952,40.9821,-1.12082,-0.869874,-1.64176,-1.29288,28.3679,
null,null,2007135,17009,555,2007,1167609600000,21.4801,32.7334,294,959,41.813,-1.76669,-1.14593,-2.32887,-1.66354,27.1336,
null,null,2007136,17010,556,2007,1167609600000,20.4411,31.2919,296,951,43.1007,-1.66353,-0.757275,-2.74673,-1.30083,25.8013,
null,null,2007137,17011,557,2007,1167609600000,20.2009,31.3511,296,956,43.0959,-1.87416,-0.704109,-2.60942,-0.952424,25.7735,
null,null,2007138,17012,558,2007,1167609600000,20.3967,31.7646,295,979,42.5346,-1.89792,-0.656951,-2.39755,-0.864379,26.1196,
null,null,2007139,17013,559,2007,1167609600000,19.7179,31,297,915,42.9851,-2.07335,-0.561568,-3.08439,-0.897003,25.3737,
null,null,2007140,17014,560,2007,1167609600000,18.7311,30.0379,300,777,43.6725,-2.2059,-0.585984,-3.26721,-0.605237,24.3711,
null,null,2007141,17015,561,2007,1167609600000,18.8747,30.291,302,801,43.0109,-1.89936,-0.662971,-2.90797,-0.692389,24.6234,
null,null,2007142,17016,562,2007,1167609600000,20.8178,32.8108,299,883,39.5877,-1.72717,-0.685426,-2.41811,-0.854685,26.9818,
null,null,2007143,17017,563,2007,1167609600000,21.9322,34.3759,298,770,37.5359,-1.3383,-0.723848,-1.96382,-0.989607,28.3476,
null,null,2007144,17018,564,2007,1167609600000,21.4953,34.2214,299,693,37.6482,-1.82778,-0.706249,-2.76164,-1.04135,28.0255,
null,null,2007145,17019,565,2007,1167609600000,20.0113,33.2803,301,674,39.1345,-1.77115,-0.73075,-3.30679,-0.855271,26.798,
null,null,2007146,17020,566,2007,1167609600000,19.768,33.3983,301,635,39.0739,-2.27203,-0.586243,-3.21061,-1.00538,26.75,
null,null,2007147,17021,567,2007,1167609600000,19.6048,33.3049,302,590,39.1015,-2.48674,-0.829138,-3.7848,-1.35272,26.6248,
null,null,2007148,17022,568,2007,1167609600000,18.6966,32.2134,304,542,40.7398,-2.69948,-0.923817,-4.38343,-1.51652,25.5878,
null,null,2007149,17023,569,2007,1167609600000,18.1911,31.794,305,499,41.5833,-3.11285,-1.09244,-4.62095,-1.51772,25.1206,
null,null,2007150,17024,570,2007,1167609600000,18.0267,31.7137,306,451,41.8067,-3.28976,-1.13144,-4.68418,-1.55304,24.9915,
null,null,2007151,18006,571,2007,1167609600000,21.4904,32.8847,290,979,42.6482,-1.28841,-0.910557,-1.8241,-1.21854,27.2603,
null,null,2007152,18007,572,2007,1167609600000,21.9321,33.6301,290,1010,41.8959,-1.30602,-0.911231,-1.57055,-1.12745,27.9141,
null,null,2007153,18008,573,2007,1167609600000,21.9061,33.571,291,1001,41.6337,-1.08519,-0.816598,-1.55616,-0.904769,27.8864,
null,null,2007154,18009,574,2007,1167609600000,21.3688,32.7374,293,962,41.912,-1.40758,-0.952412,-2.08575,-1.29035,27.1396,
null,null,2007155,18010,575,2007,1167609600000,19.8975,30.9941,295,896,43.6296,-1.50126,-0.874059,-2.75136,-1.48409,25.389,
null,null,2007156,18011,576,2007,1167609600000,19.1408,30.3449,297,877,44.2561,-1.99791,-1.13527,-2.73562,-1.4034,24.6577,
null,null,2007157,18012,577,2007,1167609600000,19.4974,30.8801,295,929,43.6378,-2.09065,-1.06541,-2.71733,-1.531,25.1698,
null,null,2007158,18013,578,2007,1167609600000,18.7985,30.0334,297,815,44.1115,-2.06196,-0.678367,-3.33162,-1.35268,24.3597,
null,null,2007159,18014,579,2007,1167609600000,18.4254,29.7664,300,811,44.1846,-2.16589,-0.638708,-3.28612,-0.872839,24.0902,
null,null,2007160,18015,580,2007,1167609600000,19.9674,31.4319,299,842,41.3971,-1.30436,-0.66597,-2.39117,-0.580073,25.7821,
null,null,2007161,18016,581,2007,1167609600000,22.0717,34.2045,296,859,37.8573,-1.41392,-0.661693,-1.89258,-0.783394,28.3639,
null,null,2007162,18017,582,2007,1167609600000,22.1417,34.4217,296,745,37.2913,-1.37858,-0.763436,-2.07101,-0.982658,28.4932,
null,null,2007163,18018,583,2007,1167609600000,20.217,32.8349,299,662,39.4169,-2.26177,-0.864597,-3.03651,-1.08888,26.6985,
null,null,2007164,18019,584,2007,1167609600000,19.0069,31.9803,302,623,40.7876,-2.14302,-0.8465,-3.21386,-1.09575,25.6518,
null,null,2007165,18020,585,2007,1167609600000,19.5353,32.9278,300,628,39.57,-2.36571,-0.886632,-3.33671,-1.30331,26.4227,
null,null,2007166,18021,586,2007,1167609600000,18.9392,32.2576,302,561,40.4336,-2.7887,-1.14742,-3.82304,-1.57446,25.7565,
null,null,2007167,18022,587,2007,1167609600000,18.4336,31.8111,303,537,41.2647,-2.85786,-1.15229,-4.26655,-1.60891,25.2612,
null,null,2007168,18023,588,2007,1167609600000,18.1252,31.8096,304,492,41.6341,-3.0762,-1.20571,-4.39867,-1.63841,25.0956,
null,null,2007169,18024,589,2007,1167609600000,17.9159,31.7536,305,439,41.9087,-3.22945,-1.2572,-4.49706,-1.71765,24.9535,
null,null,2007170,19006,590,2007,1167609600000,21.4171,32.834,288,1064,43.268,-1.42309,-0.952095,-2.05362,-1.12596,27.1804,
null,null,2007171,19007,591,2007,1167609600000,20.9819,32.2668,291,989,43.4251,-1.40586,-0.855841,-1.9323,-0.836223,26.6742,
null,null,2007172,19008,592,2007,1167609600000,20.7153,31.9916,293,969,43.3531,-1.35643,-0.772022,-1.82483,-0.937426,26.4304,
null,null,2007173,19009,593,2007,1167609600000,20.3492,31.702,293,956,43.4856,-1.47548,-0.882369,-1.96796,-1.13305,26.0714,
null,null,2007174,19010,594,2007,1167609600000,19.6081,30.9603,295,903,43.9583,-1.542,-0.897827,-2.52138,-1.5085,25.2603,
null,null,2007175,19011,595,2007,1167609600000,18.921,30.3767,296,874,44.3557,-1.85027,-1.06238,-2.55593,-1.45544,24.5805,
null,null,2007176,19012,596,2007,1167609600000,18.6786,30.2494,296,856,44.2765,-1.9792,-1.03396,-2.70482,-1.43689,24.368,
null,null,2007177,19013,597,2007,1167609600000,18.1263,29.3887,299,752,44.7765,-2.00525,-1.07008,-3.37929,-1.63327,23.628,
null,null,2007178,19014,598,2007,1167609600000,18.3914,29.5392,300,711,44.178,-2.30393,-1.12005,-3.33663,-1.54369,23.878,
null,null,2007179,19015,599,2007,1167609600000,21.1641,32.3411,296,993,40.0038,-1.49023,-0.593843,-2.4183,-1.15854,26.8266,
null,null,2007180,19016,600,2007,1167609600000,21.7236,33.4121,296,895,38.5382,-1.51755,-0.558298,-1.84693,-0.691157,27.7055,
null,null,2007181,19017,601,2007,1167609600000,20.4393,32.7288,298,716,39.5904,-1.5863,-0.74643,-2.43925,-0.903162,26.7584,
null,null,2007182,19018,602,2007,1167609600000,18.9602,31.6111,300,668,41.2783,-2.13051,-0.907052,-2.91144,-0.978663,25.4607,
null,null,2007183,19019,603,2007,1167609600000,19.0325,31.819,301,643,40.9133,-2.18947,-0.966271,-3.0448,-1.21035,25.6221,
null,null,2007184,19020,604,2007,1167609600000,19.6712,32.8367,300,640,39.5129,-2.24186,-1.05351,-3.17984,-1.44788,26.4683,
null,null,2007185,19021,605,2007,1167609600000,19.2456,32.4669,301,564,39.954,-2.7807,-1.2512,-3.6881,-1.65291,26.0375,
null,null,2007186,19022,606,2007,1167609600000,18.546,31.8588,303,511,40.9736,-2.77692,-1.24213,-4.17269,-1.78345,25.3482,
null,null,2007187,19023,607,2007,1167609600000,18.0767,31.8601,303,480,41.6383,-3.05151,-1.31875,-4.32104,-1.81487,25.0768,
null,null,2007188,19024,608,2007,1167609600000,17.9227,31.7628,304,425,41.8796,-3.21697,-1.3871,-4.39155,-1.89114,24.9495,
null,null,2007189,20006,609,2007,1167609600000,20.4788,31.3429,291,1031,44.4902,-1.43004,-0.748382,-2.31982,-1.44996,25.8641,
null,null,2007190,20007,610,2007,1167609600000,20.1027,31.3067,291,1074,44.8964,-1.4944,-0.941628,-1.98527,-1.06824,25.7441,
null,null,2007191,20008,611,2007,1167609600000,19.9323,31.3791,292,995,44.7134,-1.43215,-0.830618,-1.72077,-0.856532,25.7406,
null,null,2007192,20009,612,2007,1167609600000,19.9407,31.4831,292,981,44.3346,-1.55984,-0.823704,-1.84462,-0.872538,25.7962,
null,null,2007193,20010,613,2007,1167609600000,19.9309,31.512,293,986,44.0523,-1.61155,-0.761747,-2.41989,-1.14259,25.8027,
null,null,2007194,20011,614,2007,1167609600000,19.7591,31.4973,292,990,43.9436,-1.78193,-0.697524,-2.53313,-1.01476,25.7182,
null,null,2007195,20012,615,2007,1167609600000,19.6099,31.405,293,937,43.6017,-1.92111,-0.717872,-2.49172,-0.848802,25.5509,
null,null,2007196,20013,616,2007,1167609600000,18.7722,30.3335,296,779,43.8175,-1.95402,-0.817143,-3.11474,-1.1858,24.5243,
null,null,2007197,20014,617,2007,1167609600000,18.5857,30.0592,298,763,43.8715,-2.22993,-1.05382,-3.14335,-1.55236,24.3046,
null,null,2007198,20015,618,2007,1167609600000,19.432,31.3224,296,856,42.3408,-1.82694,-0.738778,-2.6869,-1.44862,25.453,
null,null,2007199,20016,619,2007,1167609600000,19.9365,31.8863,297,823,41.0715,-1.94568,-0.808007,-2.3971,-0.940546,26.0154,
null,null,2007200,20017,620,2007,1167609600000,19.2099,31.584,299,696,41.434,-2.01781,-0.770964,-2.67671,-0.792608,25.5501,
null,null,2007201,20018,621,2007,1167609600000,19.0393,31.7601,299,673,40.9609,-2.06527,-0.787165,-2.8179,-0.927105,25.5997,
null,null,2007202,20019,622,2007,1167609600000,19.6303,32.7053,299,684,39.847,-2.11261,-0.812866,-2.79707,-1.19821,26.3878,
null,null,2007203,20020,623,2007,1167609600000,19.9725,33.2539,299,651,39.0496,-2.05949,-0.948386,-2.8186,-1.36518,26.8386,
null,null,2007204,20021,624,2007,1167609600000,19.8856,33.2346,299,592,38.8439,-2.51865,-1.21167,-3.48373,-1.70394,26.7756,
null,null,2007205,20022,625,2007,1167609600000,18.7056,32.0071,302,519,40.6883,-2.44318,-1.16701,-4.10518,-1.93225,25.4922,
null,null,2007206,20023,626,2007,1167609600000,18.2073,31.8513,303,486,41.4352,-2.96314,-1.38787,-4.25711,-1.976,25.1249,
null,null,2007207,20024,627,2007,1167609600000,18.172,31.9693,304,437,41.387,-3.13615,-1.52636,-4.25658,-2.13537,25.1751,
null,null,2007208,21006,628,2007,1167609600000,19.8329,30.7488,292,952,45.0236,-1.40962,-1.17695,-2.23207,-1.66319,25.2308,
null,null,2007209,21007,629,2007,1167609600000,19.8718,31.3104,291,1019,45.2037,-1.59979,-1.25318,-2.15111,-1.56791,25.6291,
null,null,2007210,21008,630,2007,1167609600000,19.8053,31.4062,291,1021,45.1571,-1.50653,-1.01363,-1.97826,-1.33802,25.7051,
null,null,2007211,21009,631,2007,1167609600000,19.8256,31.4512,292,1003,44.8052,-1.60209,-0.92894,-2.01796,-1.14374,25.747,
null,null,2007212,21010,632,2007,1167609600000,19.888,31.448,292,1019,44.4276,-1.6336,-0.801938,-2.55595,-1.31818,25.7715,
null,null,2007213,21011,633,2007,1167609600000,19.7195,31.3344,292,1009,44.1787,-1.82603,-0.681989,-2.96828,-1.18435,25.625,
null,null,2007214,21012,634,2007,1167609600000,19.2936,31.0352,293,918,43.9938,-2.07947,-0.740454,-2.87308,-0.677943,25.2331,
null,null,2007215,21013,635,2007,1167609600000,18.4645,30.157,296,753,44.0994,-2.07268,-0.801528,-2.90277,-0.918242,24.3166,
null,null,2007216,21014,636,2007,1167609600000,18.4644,30.0164,297,743,43.9382,-2.21826,-1.08439,-3.02654,-1.36634,24.2666,
null,null,2007217,21015,637,2007,1167609600000,18.9403,30.9264,296,777,42.9722,-2.10497,-0.993395,-2.93267,-1.55735,25.0317,
null,null,2007218,21016,638,2007,1167609600000,19.1582,31.4637,296,758,42.2191,-2.07941,-0.943193,-2.6679,-1.20488,25.4603,
null,null,2007219,21017,639,2007,1167609600000,19.2031,31.5587,298,720,41.6683,-2.09812,-0.736657,-2.76596,-0.808554,25.5568,
null,null,2007220,21018,640,2007,1167609600000,19.6013,32.5449,298,698,40.3697,-1.99828,-0.684129,-2.7463,-0.762183,26.2844,
null,null,2007221,21019,641,2007,1167609600000,19.8438,33.1688,298,671,39.4567,-2.0166,-0.596956,-2.63417,-0.819376,26.7353,
null,null,2007222,21020,642,2007,1167609600000,19.8648,33.2196,299,618,39.1163,-2.08686,-0.723181,-2.77951,-0.974466,26.7657,
null,null,2007223,21021,643,2007,1167609600000,19.8305,33.2719,299,550,38.8061,-2.38274,-0.896287,-3.31341,-1.32266,26.7718,
null,null,2007224,21022,644,2007,1167609600000,19.0698,32.3689,301,507,40.032,-2.32372,-0.755416,-3.90353,-1.743,25.8739,
null,null,2007225,21023,645,2007,1167609600000,18.5896,32.1635,302,479,40.7462,-2.86009,-1.26967,-4.25508,-1.95409,25.4792,
null,null,2007226,21024,646,2007,1167609600000,18.9715,33.1178,302,468,39.6386,-3.01064,-1.35581,-4.27543,-2.01741,26.21,
null,null,2007227,22006,647,2007,1167609600000,20.0885,31.5803,290,1034,45.0229,-1.40829,-1.10852,-1.98721,-1.37536,25.8536,
null,null,2007228,22007,648,2007,1167609600000,19.9082,31.5083,290,1033,45.3216,-1.48628,-1.14184,-2.10744,-1.68393,25.7585,
null,null,2007229,22008,649,2007,1167609600000,19.6665,31.1808,291,1016,45.398,-1.5714,-1.22551,-2.28994,-1.55205,25.4869,
null,null,2007230,22009,650,2007,1167609600000,19.5911,31.0542,291,1046,45.1738,-1.62201,-1.21371,-2.30345,-1.52595,25.4046,
null,null,2007231,22010,651,2007,1167609600000,19.2902,30.4609,293,952,44.8646,-1.6265,-1.03294,-2.58924,-1.79414,24.901,
null,null,2007232,22011,652,2007,1167609600000,18.6578,29.6444,295,854,45.0209,-1.99929,-1.14293,-3.21981,-1.62205,24.1112,
null,null,2007233,22012,653,2007,1167609600000,18.2916,29.6727,295,792,44.928,-1.97984,-1.01584,-3.2176,-1.46169,23.9796,
null,null,2007234,22013,654,2007,1167609600000,18.3878,30.0659,295,780,44.3367,-2.00332,-0.856283,-2.65182,-1.11692,24.286,
null,null,2007235,22014,655,2007,1167609600000,18.4619,30.0237,297,720,43.8678,-2.12091,-1.19137,-2.69778,-1.47206,24.3062,
null,null,2007236,22015,656,2007,1167609600000,18.939,30.8784,296,746,42.8416,-2.08402,-1.10797,-2.80129,-1.76091,25.0217,
null,null,2007237,22016,657,2007,1167609600000,19.2333,31.4573,296,726,42.2142,-2.05399,-0.921968,-3.00256,-1.68514,25.5147,
null,null,2007238,22017,658,2007,1167609600000,19.1336,31.2169,298,690,41.9027,-2.13533,-0.661704,-3.24407,-1.43689,25.3276,
null,null,2007239,22018,659,2007,1167609600000,19.4897,32.3224,298,671,40.655,-2.07352,-0.709858,-2.76792,-0.7752,26.1137,
null,null,2007240,22019,660,2007,1167609600000,19.6931,33.1208,297,608,39.6846,-2.07489,-0.652141,-2.64612,-0.814691,26.6478,
null,null,2007241,22020,661,2007,1167609600000,19.7209,33.1738,298,583,39.2758,-2.2168,-0.640083,-2.84441,-0.873134,26.6805,
null,null,2007242,22021,662,2007,1167609600000,19.7302,33.202,299,552,39.0045,-2.34183,-0.705603,-3.15102,-0.957185,26.6988,
null,null,2007243,22022,663,2007,1167609600000,19.7159,33.3328,299,506,38.7757,-2.50297,-0.832138,-3.61956,-1.35319,26.7496,
null,null,2007244,22023,664,2007,1167609600000,19.166,33.0946,301,465,39.4766,-2.88878,-1.2905,-4.24067,-2.0177,26.3033,
null,null,2007245,22024,665,2007,1167609600000,19.074,33.0938,302,434,39.5551,-2.97151,-1.33177,-4.24083,-1.97123,26.2608,
null,null,2007246,23006,666,2007,1167609600000,19.9444,31.63,289,1058,45.3557,-1.4314,-1.17859,-1.97225,-1.42439,25.805,
null,null,2007247,23007,667,2007,1167609600000,19.6027,31.1443,290,1054,45.6372,-1.49686,-1.17276,-2.17788,-1.58235,25.3865,
null,null,2007248,23008,668,2007,1167609600000,18.9719,30.1178,293,1040,45.8849,-1.59452,-1.24283,-2.26265,-1.60237,24.5187,
null,null,2007249,23009,669,2007,1167609600000,18.934,29.9879,294,1005,45.5151,-1.58278,-1.21076,-2.21553,-1.63664,24.4452,
null,null,2007250,23010,670,2007,1167609600000,19.1596,30.304,293,959,44.7358,-1.62271,-1.26905,-2.40036,-1.81606,24.743,
null,null,2007251,23011,671,2007,1167609600000,18.7539,29.8251,294,836,44.6195,-1.89245,-1.36222,-3.04376,-1.92717,24.2446,
null,null,2007252,23012,672,2007,1167609600000,18.2815,29.7248,294,776,44.8847,-1.7963,-1.2854,-3.1282,-1.88567,24.0189,
null,null,2007253,23013,673,2007,1167609600000,18.4482,30.0154,295,788,44.3095,-1.88898,-1.18998,-2.55998,-1.57987,24.3074,
null,null,2007254,23014,674,2007,1167609600000,18.7059,30.3501,297,720,43.3942,-1.96608,-1.17528,-2.61956,-1.73278,24.6255,
null,null,2007255,23015,675,2007,1167609600000,19.3303,31.4831,296,727,41.8898,-1.9951,-1.07441,-2.72766,-1.6648,25.5498,
null,null,2007256,23016,676,2007,1167609600000,19.3889,31.3418,297,673,41.6818,-1.97354,-0.910518,-3.23612,-1.91686,25.4976,
null,null,2007257,23017,677,2007,1167609600000,18.9888,30.6915,300,603,42.011,-2.34807,-1.26986,-3.48883,-1.97138,24.9167,
null,null,2007258,23018,678,2007,1167609600000,19.4236,32.239,298,613,40.6505,-2.30367,-1.00938,-3.1388,-1.60635,26.024,
null,null,2007259,23019,679,2007,1167609600000,19.6142,33.0657,297,611,39.8298,-2.20292,-0.842489,-2.89981,-1.16722,26.5886,
null,null,2007260,23020,680,2007,1167609600000,19.6231,33.1074,298,561,39.4314,-2.37591,-0.627126,-3.1646,-0.881476,26.6095,
null,null,2007261,23021,681,2007,1167609600000,19.8386,33.4431,298,545,38.8708,-2.38712,-0.578766,-3.22687,-0.865059,26.8718,
null,null,2007262,23022,682,2007,1167609600000,20.2423,34.3706,298,552,37.9982,-2.53743,-0.777778,-3.39974,-1.08888,27.5062,
